,Season:,"May,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,508,
,objects,
,case,Journey508
,JourneyCode:,508
,HolidayType:,"Wandering,"
,Price:,654
,NumberOfPersons:,5
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,509,
,objects,
,case,Journey509
,JourneyCode:,509
,HolidayType:,"Wandering,"
,Price:,539
,NumberOfPersons:,4
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,510,
,objects,
,case,Journey510
,JourneyCode:,510
,HolidayType:,"Wandering,"
,Price:,609
,NumberOfPersons:,5
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,511,
,objects,
,case,Journey511
,JourneyCode:,511
,HolidayType:,"Wandering,"
,Price:,484
,NumberOfPersons:,2
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,512,
,objects,
,case,Journey512
,JourneyCode:,512
,HolidayType:,"Wandering,"
,Price:,789
,NumberOfPersons:,6
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,513,
,objects,
,case,Journey513
,JourneyCode:,513
,HolidayType:,"Wandering,"
,Price:,838
,NumberOfPersons:,3
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,514,
,objects,
,case,Journey514
,JourneyCode:,514
,HolidayType:,"Wandering,"
,Price:,728
,NumberOfPersons:,2
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,515,
,objects,
,case,Journey515
,JourneyCode:,515
,HolidayType:,"Recreation,"
,Price:,729
,NumberOfPersons:,5
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"May,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,516,
,objects,
,case,Journey516
,JourneyCode:,516
,HolidayType:,"Recreation,"
,Price:,849
,NumberOfPersons:,6
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,517,
,objects,
,case,Journey517
,JourneyCode:,517
,HolidayType:,"Recreation,"
,Price:,494
,NumberOfPersons:,3
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,518,
,objects,
,case,Journey518
,JourneyCode:,518
,HolidayType:,"Recreation,"
,Price:,599
,NumberOfPersons:,5
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,519,
,objects,
,case,Journey519
,JourneyCode:,519
,HolidayType:,"Recreation,"
,Price:,688
,NumberOfPersons:,2
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,520,
,objects,
,case,Journey520
,JourneyCode:,520
,HolidayType:,"Active,"
,Price:,789
,NumberOfPersons:,7
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,521,
,objects,
,case,Journey521
,JourneyCode:,521
,HolidayType:,"Active,"
,Price:,1538
,NumberOfPersons:,4
,Region:,"Tyrol,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Tyrol.
,,
,,
,,
defcase,522,
,objects,
,case,Journey522
,JourneyCode:,522
,HolidayType:,"Bathing,"
,Price:,2518
,NumberOfPersons:,2
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"May,"
,Accommodation:,"TwoStars,"
,Hotel:,"Anlage Aldeia, Algarve."
,,
,,
,,
defcase,523,
,objects,
,case,Journey523
,JourneyCode:,523
,HolidayType:,"Bathing,"
,Price:,2562
,NumberOfPersons:,3
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"TwoStars,"
,Hotel:,"Anlage Aldeia, Algarve."
,,
,,
,,
defcase,524,
,objects,
,case,Journey524
,JourneyCode:,524
,HolidayType:,"Active,"
,Price:,2371
,NumberOfPersons:,3
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"TwoStars,"
,Hotel:,"Anlage Aldeia, Algarve."
,,
,,
,,
defcase,525,
,objects,
,case,Journey525
,JourneyCode:,525
,HolidayType:,"Bathing,"
,Price:,3271
,NumberOfPersons:,3
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Tropico, Algarve."
,,
,,
,,
defcase,526,
,objects,
,case,Journey526
,JourneyCode:,526
,HolidayType:,"Bathing,"
,Price:,3398
,NumberOfPersons:,2
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Tropico, Algarve."
,,
,,
,,
defcase,527,
,objects,
,case,Journey527
,JourneyCode:,527
,HolidayType:,"Bathing,"
,Price:,2998
,NumberOfPersons:,2
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Tropico, Algarve."
,,
,,
,,
defcase,528,
,objects,
,case,Journey528
,JourneyCode:,528
,HolidayType:,"Bathing,"
,Price:,4253
,NumberOfPersons:,4
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel California, Algarve."
,,
,,
,,
defcase,529,
,objects,
,case,Journey529
,JourneyCode:,529
,HolidayType:,"Bathing,"
,Price:,3758
,NumberOfPersons:,2
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel California, Algarve."
,,
,,
,,
defcase,530,
,objects,
,case,Journey530
,JourneyCode:,530
,HolidayType:,"Active,"
,Price:,4885
,NumberOfPersons:,3
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel California, Algarve."
,,
,,
,,
defcase,531,
,objects,
,case,Journey531
,JourneyCode:,531
,HolidayType:,"Active,"
,Price:,3958
,NumberOfPersons:,2
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"May,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel California, Algarve."
,,
,,
,,
defcase,532,
,objects,
,case,Journey532
,JourneyCode:,532
,HolidayType:,"Active,"
,Price:,2678
,NumberOfPersons:,2
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Eurotel Altura, Algarve."
,,
,,
,,
defcase,533,
,objects,
,case,Journey533
,JourneyCode:,533
,HolidayType:,"Recreation,"
,Price:,3078
,NumberOfPersons:,2
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"April,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Eurotel Altura, Algarve."
,,
,,
,,
defcase,534,
,objects,
,case,Journey534
,JourneyCode:,534
,HolidayType:,"Recreation,"
,Price:,2158
,NumberOfPersons:,2
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"October,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Eurotel Altura, Algarve."
,,
,,
,,
defcase,535,
,objects,
,case,Journey535
,JourneyCode:,535
,HolidayType:,"Bathing,"
,Price:,3642
,NumberOfPersons:,3
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Neptuno, Algarve."
,,
,,
,,
defcase,536,
,objects,
,case,Journey536
,JourneyCode:,536
,HolidayType:,"Active,"
,Price:,4533
,NumberOfPersons:,4
,Region:,"Algarve,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Neptuno, Algarve."
,,
,,
,,
defcase,537,
,objects,
,case,Journey537
,JourneyCode:,537
,HolidayType:,"Bathing,"
,Price:,3518
,NumberOfPersons:,2
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"TwoStars,"
,Hotel:,"Anlage Canico, Madeira."
,,
,,
,,
defcase,538,
,objects,
,case,Journey538
,JourneyCode:,538
,HolidayType:,"Bathing,"
,Price:,3440
,NumberOfPersons:,3
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"TwoStars,"
,Hotel:,"Anlage Canico, Madeira."
,,
,,
,,
defcase,539,
,objects,
,case,Journey539
,JourneyCode:,539
,HolidayType:,"Bathing,"
,Price:,4126
,NumberOfPersons:,3
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"August,"
,Accommodation:,"TwoStars,"
,Hotel:,"Anlage Canico, Madeira."
,,
,,
,,
defcase,540,
,objects,
,case,Journey540
,JourneyCode:,540
,HolidayType:,"Active,"
,Price:,3518
,NumberOfPersons:,2
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"TwoStars,"
,Hotel:,"Anlage Canico, Madeira."
,,
,,
,,
defcase,541,
,objects,
,case,Journey541
,JourneyCode:,541
,HolidayType:,"Bathing,"
,Price:,3238
,NumberOfPersons:,2
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mimosa, Madeira."
,,
,,
,,
defcase,542,
,objects,
,case,Journey542
,JourneyCode:,542
,HolidayType:,"Bathing,"
,Price:,4091
,NumberOfPersons:,4
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mimosa, Madeira."
,,
,,
,,
defcase,543,
,objects,
,case,Journey543
,JourneyCode:,543
,HolidayType:,"Bathing,"
,Price:,4452
,NumberOfPersons:,3
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Mimosa, Madeira."
,,
,,
,,
defcase,544,
,objects,
,case,Journey544
,JourneyCode:,544
,HolidayType:,"Active,"
,Price:,3598
,NumberOfPersons:,2
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Orca Praia, Madeira."
,,
,,
,,
defcase,545,
,objects,
,case,Journey545
,JourneyCode:,545
,HolidayType:,"Active,"
,Price:,4438
,NumberOfPersons:,2
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"September,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Orca Praia, Madeira."
,,
,,
,,
defcase,546,
,objects,
,case,Journey546
,JourneyCode:,546
,HolidayType:,"Recreation,"
,Price:,4318
,NumberOfPersons:,2
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,21
,Season:,"May,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Orca Praia, Madeira."
,,
,,
,,
defcase,547,
,objects,
,case,Journey547
,JourneyCode:,547
,HolidayType:,"Recreation,"
,Price:,3318
,NumberOfPersons:,2
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"October,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Orca Praia, Madeira."
,,
,,
,,
defcase,548,
,objects,
,case,Journey548
,JourneyCode:,548
,HolidayType:,"Bathing,"
,Price:,2922
,NumberOfPersons:,3
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Raga, Madeira."
,,
,,
,,
defcase,549,
,objects,
,case,Journey549
,JourneyCode:,549
,HolidayType:,"Bathing,"
,Price:,5225
,NumberOfPersons:,4
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Raga, Madeira."
,,
,,
,,
defcase,550,
,objects,
,case,Journey550
,JourneyCode:,550
,HolidayType:,"Active,"
,Price:,3989
,NumberOfPersons:,2
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Oasis Atlantic, Madeira."
,,
,,
,,
defcase,551,
,objects,
,case,Journey551
,JourneyCode:,551
,HolidayType:,"Active,"
,Price:,3897
,NumberOfPersons:,3
,Region:,"Madeira,"
,Transportation:,"Plane,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Oasis Atlantic, Madeira."
,,
,,
,,
defcase,552,
,objects,
,case,Journey552
,JourneyCode:,552
,HolidayType:,"Recreation,"
,Price:,469
,NumberOfPersons:,4
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,553,
,objects,
,case,Journey553
,JourneyCode:,553
,HolidayType:,"Recreation,"
,Price:,799
,NumberOfPersons:,6
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,554,
,objects,
,case,Journey554
,JourneyCode:,554
,HolidayType:,"Recreation,"
,Price:,519
,NumberOfPersons:,5
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,555,
,objects,
,case,Journey555
,JourneyCode:,555
,HolidayType:,"Recreation,"
,Price:,539
,NumberOfPersons:,4
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,556,
,objects,
,case,Journey556
,JourneyCode:,556
,HolidayType:,"Recreation,"
,Price:,989
,NumberOfPersons:,6
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"October,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,557,
,objects,
,case,Journey557
,JourneyCode:,557
,HolidayType:,"Recreation,"
,Price:,649
,NumberOfPersons:,6
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,558,
,objects,
,case,Journey558
,JourneyCode:,558
,HolidayType:,"Recreation,"
,Price:,779
,NumberOfPersons:,4
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,559,
,objects,
,case,Journey559
,JourneyCode:,559
,HolidayType:,"Recreation,"
,Price:,1578
,NumberOfPersons:,4
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,560,
,objects,
,case,Journey560
,JourneyCode:,560
,HolidayType:,"Recreation,"
,Price:,1538
,NumberOfPersons:,4
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,561,
,objects,
,case,Journey561
,JourneyCode:,561
,HolidayType:,"Recreation,"
,Price:,1318
,NumberOfPersons:,4
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,562,
,objects,
,case,Journey562
,JourneyCode:,562
,HolidayType:,"Recreation,"
,Price:,1178
,NumberOfPersons:,6
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,563,
,objects,
,case,Journey563
,JourneyCode:,563
,HolidayType:,"Wandering,"
,Price:,639
,NumberOfPersons:,6
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,564,
,objects,
,case,Journey564
,JourneyCode:,564
,HolidayType:,"Wandering,"
,Price:,799
,NumberOfPersons:,6
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,565,
,objects,
,case,Journey565
,JourneyCode:,565
,HolidayType:,"Wandering,"
,Price:,789
,NumberOfPersons:,4
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,566,
,objects,
,case,Journey566
,JourneyCode:,566
,HolidayType:,"Wandering,"
,Price:,938
,NumberOfPersons:,4
,Region:,"Sweden,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Sweden.
,,
,,
,,
defcase,567,
,objects,
,case,Journey567
,JourneyCode:,567
,HolidayType:,"Wandering,"
,Price:,764
,NumberOfPersons:,3
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"May,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,568,
,objects,
,case,Journey568
,JourneyCode:,568
,HolidayType:,"Wandering,"
,Price:,494
,NumberOfPersons:,2
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,569,
,objects,
,case,Journey569
,JourneyCode:,569
,HolidayType:,"Wandering,"
,Price:,989
,NumberOfPersons:,6
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,570,
,objects,
,case,Journey570
,JourneyCode:,570
,HolidayType:,"Wandering,"
,Price:,799
,NumberOfPersons:,4
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,571,
,objects,
,case,Journey571
,JourneyCode:,571
,HolidayType:,"Wandering,"
,Price:,839
,NumberOfPersons:,2
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,572,
,objects,
,case,Journey572
,JourneyCode:,572
,HolidayType:,"Wandering,"
,Price:,799
,NumberOfPersons:,3
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,573,
,objects,
,case,Journey573
,JourneyCode:,573
,HolidayType:,"Wandering,"
,Price:,779
,NumberOfPersons:,6
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,574,
,objects,
,case,Journey574
,JourneyCode:,574
,HolidayType:,"Wandering,"
,Price:,529
,NumberOfPersons:,4
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,575,
,objects,
,case,Journey575
,JourneyCode:,575
,HolidayType:,"Wandering,"
,Price:,858
,NumberOfPersons:,3
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,576,
,objects,
,case,Journey576
,JourneyCode:,576
,HolidayType:,"Wandering,"
,Price:,1303
,NumberOfPersons:,4
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,577,
,objects,
,case,Journey577
,JourneyCode:,577
,HolidayType:,"Wandering,"
,Price:,738
,NumberOfPersons:,6
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"May,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,578,
,objects,
,case,Journey578
,JourneyCode:,578
,HolidayType:,"Wandering,"
,Price:,908
,NumberOfPersons:,2
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,579,
,objects,
,case,Journey579
,JourneyCode:,579
,HolidayType:,"Recreation,"
,Price:,729
,NumberOfPersons:,3
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"May,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,580,
,objects,
,case,Journey580
,JourneyCode:,580
,HolidayType:,"Recreation,"
,Price:,779
,NumberOfPersons:,6
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,581,
,objects,
,case,Journey581
,JourneyCode:,581
,HolidayType:,"Recreation,"
,Price:,519
,NumberOfPersons:,4
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,582,
,objects,
,case,Journey582
,JourneyCode:,582
,HolidayType:,"Recreation,"
,Price:,1184
,NumberOfPersons:,4
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,583,
,objects,
,case,Journey583
,JourneyCode:,583
,HolidayType:,"Recreation,"
,Price:,629
,NumberOfPersons:,2
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,584,
,objects,
,case,Journey584
,JourneyCode:,584
,HolidayType:,"Recreation,"
,Price:,858
,NumberOfPersons:,3
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,585,
,objects,
,case,Journey585
,JourneyCode:,585
,HolidayType:,"Recreation,"
,Price:,1298
,NumberOfPersons:,4
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,586,
,objects,
,case,Journey586
,JourneyCode:,586
,HolidayType:,"Recreation,"
,Price:,1958
,NumberOfPersons:,6
,Region:,"Alps,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"August,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Switzerland.
,,
,,
,,
defcase,587,
,objects,
,case,Journey587
,JourneyCode:,587
,HolidayType:,"Bathing,"
,Price:,1317
,NumberOfPersons:,4
,Region:,"CostaBlanca,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"TwoStars,"
,Hotel:,"Hotel Torre Dorada, Costa Blanca."
,,
,,
,,
defcase,588,
,objects,
,case,Journey588
,JourneyCode:,588
,HolidayType:,"Bathing,"
,Price:,2800
,NumberOfPersons:,3
,Region:,"CostaBlanca,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"ThreeStars,"
,Hotel:,"Hotel Galetamar, Costa Blanca."
,,
,,
,,
defcase,589,
,objects,
,case,Journey589
,JourneyCode:,589
,HolidayType:,"Bathing,"
,Price:,1058
,NumberOfPersons:,2
,Region:,"CostaBlanca,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"August,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Roca Esmeralda, Costa Blanca."
,,
,,
,,
defcase,590,
,objects,
,case,Journey590
,JourneyCode:,590
,HolidayType:,"Bathing,"
,Price:,3222
,NumberOfPersons:,3
,Region:,"CostaBlanca,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"July,"
,Accommodation:,"FourStars,"
,Hotel:,"Hotel Roca Esmeralda, Costa Blanca."
,,
,,
,,
defcase,591,
,objects,
,case,Journey591
,JourneyCode:,591
,HolidayType:,"Recreation,"
,Price:,1014
,NumberOfPersons:,10
,Region:,"CostaBlanca,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"May,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Costa Blanca.
,,
,,
,,
defcase,592,
,objects,
,case,Journey592
,JourneyCode:,592
,HolidayType:,"Recreation,"
,Price:,539
,NumberOfPersons:,4
,Region:,"CostaBlanca,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"June,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Costa Blanca.
,,
,,
,,
defcase,593,
,objects,
,case,Journey593
,JourneyCode:,593
,HolidayType:,"Active,"
,Price:,1039
,NumberOfPersons:,6
,Region:,"CostaBlanca,"
,Transportation:,"Car,"
,Duration:,7
,Season:,"July,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Costa Blanca.
,,
,,
,,
defcase,594,
,objects,
,case,Journey594
,JourneyCode:,594
,HolidayType:,"Active,"
,Price:,678
,NumberOfPersons:,4
,Region:,"CostaBlanca,"
,Transportation:,"Car,"
,Duration:,14
,Season:,"September,"
,Accommodation:,"HolidayFlat,"
,Hotel:,H.Flat Costa Blanca.
,,
,,
,,
defcase,595,
,objects,
,case,Journey595
